-0.038767 , 1.000000
-0.022912 , 2.000000
-0.016297 , 3.000000
-0.012655 , 4.000000
-0.010348 , 5.000000
-0.008753 , 6.000000
-0.007584 , 7.000000
-0.006692 , 8.000000
-0.005987 , 9.000000
-0.005417 , 10.000000
-0.038796 , 1.000000
-0.022931 , 2.000000
-0.016311 , 3.000000
-0.012667 , 4.000000
-0.010355 , 5.000000
-0.008758 , 6.000000
-0.007589 , 7.000000
-0.006696 , 8.000000
-0.005990 , 9.000000
-0.005420 , 10.000000
-0.038796 , 1.000000
-0.022931 , 2.000000
-0.016311 , 3.000000
-0.012667 , 4.000000
-0.010355 , 5.000000
-0.008758 , 6.000000
-0.007589 , 7.000000
-0.006696 , 8.000000
-0.005990 , 9.000000
-0.005420 , 10.000000
-0.038796 , 1.000000
-0.022931 , 2.000000
-0.016311 , 3.000000
-0.012667 , 4.000000
-0.010355 , 5.000000
-0.008758 , 6.000000
-0.007589 , 7.000000
-0.006696 , 8.000000
-0.005990 , 9.000000
-0.005420 , 10.000000
-0.002074 , 1.000000
-0.001213 , 2.000000
-0.000860 , 3.000000
-0.000667 , 4.000000
-0.000545 , 5.000000
-0.000461 , 6.000000
-0.000399 , 7.000000
-0.000352 , 8.000000
-0.000315 , 9.000000
-0.000285 , 10.000000
-0.002074 , 1.000000
-0.001213 , 2.000000
-0.000860 , 3.000000
-0.000667 , 4.000000
-0.000545 , 5.000000
-0.000461 , 6.000000
-0.000399 , 7.000000
-0.000352 , 8.000000
-0.000315 , 9.000000
-0.000285 , 10.000000
-0.056531 , 1.000000
-0.037913 , 2.000000
-0.028574 , 3.000000
-0.022940 , 4.000000
-0.019165 , 5.000000
-0.016460 , 6.000000
-0.014424 , 7.000000
-0.012839 , 8.000000
-0.011567 , 9.000000
-0.010525 , 10.000000
-0.002074 , 1.000000
-0.001213 , 2.000000
-0.000860 , 3.000000
-0.000667 , 4.000000
-0.000545 , 5.000000
-0.000461 , 6.000000
-0.000399 , 7.000000
-0.000352 , 8.000000
-0.000315 , 9.000000
-0.000285 , 10.000000
-0.134461 , 1.000000
-0.062032 , 2.000000
-0.040418 , 3.000000
-0.029998 , 4.000000
-0.023854 , 5.000000
-0.019803 , 6.000000
-0.016929 , 7.000000
-0.014787 , 8.000000
-0.013124 , 9.000000
-0.011799 , 10.000000
-0.056531 , 1.000000
-0.037913 , 2.000000
-0.028574 , 3.000000
-0.022940 , 4.000000
-0.019165 , 5.000000
-0.016460 , 6.000000
-0.014424 , 7.000000
-0.012839 , 8.000000
-0.011567 , 9.000000
-0.010525 , 10.000000
-0.056531 , 1.000000
-0.037913 , 2.000000
-0.028574 , 3.000000
-0.022940 , 4.000000
-0.019165 , 5.000000
-0.016460 , 6.000000
-0.014424 , 7.000000
-0.012839 , 8.000000
-0.011567 , 9.000000
-0.010525 , 10.000000
-0.056531 , 1.000000
-0.037913 , 2.000000
-0.028574 , 3.000000
-0.022940 , 4.000000
-0.019165 , 5.000000
-0.016460 , 6.000000
-0.014424 , 7.000000
-0.012839 , 8.000000
-0.011567 , 9.000000
-0.010525 , 10.000000
-0.056531 , 1.000000
-0.037913 , 2.000000
-0.028574 , 3.000000
-0.022940 , 4.000000
-0.019165 , 5.000000
-0.016460 , 6.000000
-0.014424 , 7.000000
-0.012839 , 8.000000
-0.011567 , 9.000000
-0.010525 , 10.000000
-0.056531 , 1.000000
-0.037913 , 2.000000
-0.028574 , 3.000000
-0.022940 , 4.000000
-0.019165 , 5.000000
-0.016460 , 6.000000
-0.014424 , 7.000000
-0.012839 , 8.000000
-0.011567 , 9.000000
-0.010525 , 10.000000
-0.065536 , 1.000000
-0.030224 , 2.000000
-0.019692 , 3.000000
-0.014615 , 4.000000
-0.011621 , 5.000000
-0.009648 , 6.000000
-0.008247 , 7.000000
-0.007204 , 8.000000
